sentiment,review_body,product_category
1,I was walking by my local retailer and saw this in the window and loved the colors. it's a great combination and looks good with white jeans  and regular denim. i like the cuffs on the sleeves and the textured material. it is a kimono - so in essence it is not form fitting. it's meant to flow over whatever else you have on. i purchased the xs/s and i am a normal size 2 and it looks cute. i got lots of compliments when i wore it! there are slits on either side at the bottom hem as well which allow,Jackets
1,This jacket is totally adorable. i wore it with a man tailored shirt with the color up and the sleeves poking out. it has a great swing to it and is very comfortable! it is sized perfectly. and i got it on sale!!!,Jackets
1,I love the look and design of this piece but the fit is awkward. the m gapes open and is much boxier than it looks on the model but the s is too tight in the elbows. i think i might have to return it :(,Jackets
1,A fabulous light weight jacket. love the detail and fit is perfect and comfortable. the jacket was not so interesting on the display table but once tried on it became mine and i suspect this is going to sell out. i really love the light color denim trim on the lapels. a keeper!  i purchased a medium and that is my standard size in retailer jackets.  for reference: 34 dd  and 145 pounds and 5'4 height.,Jackets
1,This jacket was a little shorter than i had expected  but i still really enjoy the cut and fit of it.,Jackets
-1,These run very small!! they are also short  almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.,Jeans
-1,I've never had a problem with pilcro jeans. i own several pairs. however  i ordered my regular size 28 (i'm 5'3  120 pounds) and not only were these jeans thin  they had zero stretch and after 1 hour of wear stretched out horribly. they fit really loose and hung around my knees and legs which is very disappointing for a skinny jean.,Jeans
-1,Love the fit of the jeans just wish there was a couple more inches at the bottom:) these jeans have a 23 inch inseam not 26  so they hit at a very odd place on my calf- return. for reference i'm 5'8 ,Jeans
-1,I originally got these in a 29 petite and thought they fit great right out of the bag (i'm usually a 6/8).. and within an hour of wearing them (to retailer  actually)  the knees had gotten so baggy that they looked absolutely ridiculous; i've never had jeans do this. the salesperson at retailer agreed that they seemed very odd. i exchanged for a 28p at her suggestion  and i just hate them. i'd say the smaller size seems every so slightly small  but nothing major - but the waist actually folds over a,Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
-1,"Woah  these jeans looked ridiculous on me. i felt as though it was 1987 and i was raiding my mom's closet. the combination of the light wash  the crop leg and high waist with the odd stitching around the midsection make this a no. it really accentuates any pouch you may have. i was looking for a high waisted denim but these are very unflattering. i am 5'3"" / 140 curvy. no  no  no!",Jeans
-1,I have quite a few pairs of retailer pants and jeans. my favorites are the cords i got last year  similar to these  so when i saw this fun pair  i had to have them. i ordered both the 32 and the 33 to try on.    they are even more beautiful in person than online. and they are so  so small. it wasn't like they were a tad snug--i couldn't even get the button across to meet the buttonhole. on the 33.    i've never had a problem fitting into retailer pants before. this was an extra-depressing first time,Jeans
-1,"If these jeans work for you  you're a lucky girl! the fabric is really thick and soft. pocket detail is cool and the hidden multicolored button placket is a nice detail. i ordered down a size. they're tight across my thighs and seem shorter than a 30"" inseam. the fit is boxy and not flattering on me but pants are so cute i may keep them anyway.",Jeans
-1,The design of these ankles pants is very cool and the rise is perfect. however  the fabric  despite 2% spandex  has absolutely no give from the knee down. the extensive stitching probably contributes to the lack of stretch. while i was able to pull them on (size 27 for 110 lb/5.4')  i could not bend my legs at the knee comfortably. with longer wear  i think they would cut off the circulation.  please post if these stretch for you enough with wear and become softer.,Jeans
0,I have been looking for flares that are not tight through the thigh and these are definitely them...but for me they were so long that to hem them would ruin the style of the pants. i'm 5'5 and have long legs but i would need a high heel to maintain the intended style  and that's not what i was looking for. otherwise  beautiful.,Jeans
0,Very nice fabric but disappointed in the stitching on the knees. it looks nice but makes the pants very uncomfortable and tight around the knees. too bad because i love the style and hoped they would work!,Jeans
0,The fit on these is good for my hourglass shape  and the fabric quality and comfort is good too.i think the rinse is just not as nice in person- the orange stitching is pretty bright too. i bought. a pair from br a couple months ago that are almost identical in quality  fit and color that i got for less than half the price of these. i am going to return these and see if they have something better   but will only buy in store from now on.,Jeans
0,Lots of pairs of the pilcro serif-- and for some reason  after 5mo or less of normal wear  these have bit the dust.   i don't dry my denim and do wash on gentle cycles... this pair just doesn't seem to be too happy. began pilling after two washes  just seems to be a different blend of fabric than the others?     super bummed and now there's no way to replace it. wamp wamp.,Jeans
0,Fit is just like stet in my opinion.,Jeans
0,These are the very stretchy  almost spongy  type fabric.  i ordered my usual size and they fit me like a sausage skin.  crazy small!!!,Jeans
0,I really wanted to like these. they're soft  long enough for 5'8 1/2 and a nice color cut the rise is quite low and the hips puffed out in a weird way. have to return ;(,Jeans
0,I agree with the other reviews that these jeans run big. for my body  straight up and down  i ordered 2 sizes down  but would have ordered one size down had i been able to try them on in the store. the jeans i received were lighter  not blue  and more grey with very noticeable white whiskering. i need a new pair of jearns and i love the cut of these so i am keeping this pair  but  for me  because of the color they are just ok compared to the wow i was expecting from the picture.,Jeans
0,I absolutely love the look and fit of these jeans. i did have to size down. i ran into problems after washing. the fraying on one leg was twice that of the other  looking very unbalanced. after looking closely i found that one leg had a top stitching very close to the fray to prevent further fraying. the other leg did not have this stitching  thus the fraying double in size. i have sent a request to customer service for a replacement pair. these are adorable jeans just be sure to check for stitc,Jeans
1,"I bought these pants in the wine color and i love them! i found them to be true to size. i always wear a 27 in pilcro and these were no exception. i am finding the cropped flare silhouette to be so versatile. they are more ankle length than cropped on me as i am 5'3"" but i think i prefer this. these pants can easily be dressed up or down - have worn with a dressy top and heels as well as a denim shirt and ballet flats. super cute!",Jeans
1,"I love these jeans  well i have not worn them out yet so not sure if they will stretch  but just in terms of fit and cut  i really like them. i normally wear ch or ag in 25 or 26. i got these in 25 and they fit perfectly. i love the stretch  great color  not too thin  very comfie. i was worried about too much flare  but not a problem. they are very long  but i am only 5""2 and i will be hemming them about 8 inches .",Jeans
1,Love these jeans! flattering and comfortable!! great length for short girl!! worth the money!,Jeans
1,"Love these  always get compliments. i'm 5'7"" bought size small. washed in warm & line dried. they are a bit shorter. lengthen the straps  drops the waist  but at least gets them to my feet",Jeans
1,I love these so very much! by far my favorite addition to my wardrobe this summer. i find they are the first thing i grab because i feel wonderful in them. they fit perfect even with a large bust which i was afraid i would not be able to pull off....but very tastefully do. i highly recommend these and i plan to wear them into the fall with boots and long sleeve t-shirt. worth every penny. if your size is available grab them...you will be happy you did.,Jeans
1,These are such fun pants. it's a heavier denim without being so stiff. they run tts. i got my usual size 26 & they fit comfortably. i haven't washed them yet but once i do i typically wash in cold gentle cycle & hang dry.,Jeans
1,I really love these jeans! this is my second pair of ags and they're so comfortable. i will say that these jeans are super long! i have long legs and it takes a 3 inch lift from my shoes to get them to hit correctly. if you're short  you can expect to get them hemmed. the high waist is great! size down in ag because they tend to stretch and being high waisted they for differently!,Jeans
1,"These are some of the cutest jeans i've seen in a while. i ordered my usual size 28 and they were too big. i'm 5'9"" and about 140 lbs. i always were a 28! i reordered the 27  though  and they fit perfectly. the only disappointment was they make my butt look flat and emphasize my stomach  which isn't the case in other jeans. i think it's due to the high waist. they fit almost like a pair of pants. oh well  i'm keeping them. i tucked in a striped sailor tee and they looked adorable.",Jeans
1,"Great fit. love the mid rise! my usual size 28 in these leggings hug in all the right places. they look on me as in the model pic except the length falls abt 1"" below my ankles. i may have them hemmed after they're washed. just wait & see... 5'3"" 117#",Jeans
-1,I purchased this in the yellow for my daughter and she has not seen it yet. the style is very cute  but the fabric is quite thin. she will have to make that call  but if i had bought it for myself  it would be going back. i'm not willing to wear a camisole under a t-shirt. it also feels like the kind of knit fabric that shrinks and skews when it's washed  so that remains to be seen.,Knits
-1,I just got this and couldn't wait to wear it to work today. it is such a pretty designed top. unfortunately  it is falling apart as i write this review. one sleeve is unraveling. there are strings hanging off all over the lacy arms. am so disappointed in the quality. i'll be sending it back when i get home.,Knits
-1,It's the inverted invert ... not so obvious at first but then it shrunk and was harder to ingnore.,Knits
-1,Hi  when i received this top i tried it on  looked in the mirror and packed it up for a return. the quality is excellent but it just too boxy. fits nothing like it appears on the model.,Knits
-1,"I was really hoping to like this  but it did not look the way it does on the model  at least not on me. the sharkbite hem is much more pronounced and looser. the one in the photo looks like it was pinned back. i am 5'8"" and usually wear a medium or large. i got a medium and there was a lot more material on the bottom half than the photo shows. it made me look bigger and was not flattering. material has a nice weave but it's thin and delicate. i bought the (holly) deep olive and the blue. colors",Knits
-1,I buy almost ever top tiny puts out and so i grabbed this one in the last tops sale since i'm a sucker for embroidered flowers. everything about it is gorgeous except it is so flimsy i can't even believe it. like when i held it up in the dressing room  i could see through the entire shirt  front to back  before even putting it on. once on  i could see everything through it. i actually thought i was going to tear the thing to pieces trying it on  it's so frail. i own so many tiny shirts and while,Knits
-1,Even on sale  this was just too pricey for what it is  which is a glorified tank. i liked the straps  but it hangs very wide off your chest.,Knits
-1,"Looks beautiful in the photo and the color in person is beautiful but it runs so so large that i think even an extra small would be too large for me. just for comparison  and i wish all reviewers would include this  i am 5'5"" and weigh 120 pounds. i ordered a medium which a small to medium is my usual size but i ordered the medium because i wanted to have room to wear something under it. i could have worn two sweatshirts under this sweater. unfortunately i have returned it.",Knits
-1,Don't get me wrong  this is probably cute on someone else  but not me. i looked in the mirror and just laughed  it was that bad. so if you're considering getting this  size down. ordered mine in large and it looks like i'm wearing a barrel. the pink is pretty but the horizontal striping did nothing for my shape. the fabric is soft. i'm just over trying peplums.,Knits
0,"I love the color (coral/pink) and the open shoulder design of this top  but it's too blousy at the bottom (way too much fabric). i ordered a small. i am 5'4"" and 120 lbs. i might try an xs if they still have them in stock. fabric is comfortable. the ties on the sleeves add a special touch.",Knits
0,I really liked the style of this top but it's way oversized! i'm petite and drowned in this top even though i got it in an xs. the material is nice but i can't see i had a feeling for the cut because it runs so big. this one is going back to the store!,Knits
0,I wanted to love this top. the color is wonderful in the pink and the material is silky soft. it is huge though  i am a 34 dd and bought my usual small! i am going to exchange for an xs and am hoping it fits.,Knits
0,I have been looking for a nice white top to go with many of my skirts for summer  and this is not it. like others  it's just so thin and sheer. i live in the south. i don't need my bra showing and i was wearing a nude bra when i tried this on and you can see everything. this is fine to layer in cooler temps  but now in our horrible summers where that's the last thing i wish to do.    - the only plus i can tell you is it's tts and the fabric is so comfortable and feels great on the skin. however ,Knits
0,Usually can just buy tiny shirts knowing that they will fit me!  and this one is beautiful but if you have any type of chest it will not work.  i'm a 34d and it  was way too small in the chest area.  it is a beautiful shirt though and i'm very sad that i have to return it.  it will work better on someone else for sure.  so i recommend this beautiful shirt for someone with a different body type from mine!,Knits
0,"A cute top. the peplum seam hits me at the right spot on my waist. for my curvy figure  this isn't always the case. i also am drawn to tanks that i can actually wear a bra underneath without showing bra straps.  i usually vary between a medium and a large in deletta  but definitely needed a large.  i ordered the ""lavender"" color  which is disappointing; a dull gray. i've decided to return and order the coral instead.",Knits
0,Comfortable  stretchy fabric. i ordered the xs and will probably take the sides in at least a couple of inches for a snugger fit...the fit is looser than it looks on the model.,Knits
0,I ordered the green and lilac. the pink color was not offered when i placed my order so that was not an option. i found that it ran true to size  but was a loose fit. the lilac color had white streaks from the the-dyed effect  but it looked like someone had spilled paint on the front in one area so i did not even try that one on. for now  i am keeping the green one  but it is a deeper green than pictured and also a looser fit than on the model. i do like that it is 100 percent cotton and very so,Knits
0,The colors of this top are perfect for spring  i love the embroidery and like the sleeves with the ties at the bottom. what i didn't like and primary reason i may be returning  is the elastic bottom. it cuts off at an awkward spot on my waist and makes my top section look short and wide. i am very disappointed about this  as the rest of the blouse is gorgeous.,Knits
1,Love the shirt! fits great and is so cute! a must have for fall!,Knits
1,This top is gorgeous dress it up for work or wear with jeans for a more casual look. the top fits true to size and the lace is not overdone . i would recommend this and can't wait to wear it.,Knits
1,Yes  $48 may feel like a lot to pay for a tshirt  but this is one is worth it -- i can wear this with *everything*! i bought this in grey  and the quality and style are just right to pair with a high waisted skirt or black skinny pants to wear out at night  or wear with regular jeans and a cardigan during the day. one of the best retailer purchases i've made in a while!,Knits
1,Crazy soft and comfy.  light weight so will be great for spring/ summer and layering.  so happy i bought it.,Knits
1,It was hard for me to rate how this was sized-it is tight through the bust  very baggy and boxy through the body  and short. looked gorgeous on the hanger though!,Knits
1,I love the neckline on this - sharp enough for work  but cute for a fun night out too. only complaint is it's soooo flowy on the bottom. i could hide a baby under here for sure. i got the medium thank goodness or it would have been ridiculous. i'm 5'8  160lbs. great for fall.,Knits
1,I love the lace on this top  it's perfect. it's great for my shape  i'm so happy with this purchase.,Knits
1,I love the feel and quality of this sweatshirt. however  because of the embroidery/lace detail on the shoulders  it makes it a little stiff so the shoulders look slightly boxy.,Knits
1,Even more beautiful in person. runs large as i'm usually a medium and bought a small. great for summer/fall transition.,Knits
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
1,Noce color as well  only gave one less star due to thin you could see my bra quality (it was pink and i tried on the grey). otherwise  nice and soft. regular size a little long and long sleeves  but sold out n petite :-(,Layering
1,Looks really nice on teh pictures. i tried on thre cream as this was the only color availalbe at my store (tried on per stylist recommendation(. it is very thin  you can see ripples from my belly lol  but still fairly flattering. i ended up purchasing  but it is in my maybe pile for now... wil lwait before wearing it to be sure. can't wear a grey bar with it  that htin...,Layering
1,Originally i bought this in black and white. recently purchased several more in different colorways . why? it's just perfect to wear as an under tank/cami. i'm a busty gal and sometimes cami straps can be too thin and dig into my shoulders. this is soft  smooth and provides just enough coverage. very flattering fit on its own as well. great under loose knit or low cut sweaters. love!,Layering
1,A lovely  soft material with a subtle aqua pattern. i'm very fussy about seams that fit my waist  and this one fit perfectly.,Layering
1,I ordered the black and white shirt thinking it was polka dots  but turned out to be stars instead which was even cuter. fits true to size and is very soft and comfortable. my first thought after trying it on was that i should have ordered another one!,Layering
1,Awesome basic top for your wardrobe. it's a little sheer but not too much.,Layering
1,I wasn't going to purchase this dress because it was given 1 star. however  i ordered it and i was so glad i did!!! i'm 5'1  105lbs this dress fit me perfectly  it really compliment my petite body. i get so much compliments! it is not easy to order anything for a petite frame but this dress really show off my body without showing too much.,Layering
1,I bought the white tank and the small fits me but it's very low cut for me. the white is sheer as well. i usually wear an xs or a small and i would be curious to see what the xs would fit like in the sense of how low cut it is.,Layering
1,Great soft basic. low scoop neck makes this tank flirty while the thicker strap keeps it modest. i absolutely love this top  easily dress up and down!,Layering
-1,I opened these when i got them yesterday and immediately tried them on. the knees were totally stretched out and due to the panel at the knee  it looked like i had growths popping out between my legs at my knees. someone had received these before me and sent them back after they tried them on or wore them then returned them. they were obviously too small for whoever did that. these never should have been resent to another customer. they are obviously very misshapen. they are going back. on a bet,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,Does not say ribbed. did not want ribbed. would not have bought ribbed,Legwear
-1,So wanted great pair of sweater leggings...great for running errands and keeping the outfit simple. these are not that. these fit very poorly...i ordered the small  which is more like a large one in the waistline...there is nothing to hold these up and i could fit two of me in them. unfortunately  i thought all would be fine and i discarded the receipt and have worn them a few times~,Legwear
0,I've never owned sweater leggings before so these were my first. i had to order large because well i have some junk in the trunk (am 10/12 on bottom and 8 on top). these are a teeny bit scratchy but i'm hoping with a wash they'll soften up--but they're really loose too so i'm also hoping they'll shrink a teensy bit.,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
1,I am so happy i decided to purchase these. they are the only invisible socks i've found that actually stay on my feet. all others always slip off my heel... these are great!,Legwear
1,These tights are so cute and can add some fun to any outfit. i paired with a mustard mini  denim shirt and desert boots! they do run small. i am a size 4 and had to get the m/l,Legwear
1,"I got these in the neutral color & quickly understood why they're categorized as ""loungewear"". if you're going to wear them out of the house  wear a tunic or a dress over them. i folded the scrunch part up over my calves & wore them like boot socks when i went out. i got a m/l & they fit about on par with other leggings / tights of that size range.  when i got home  i rolled them down & put the bottoms over my heels. the rest of the bottoms scrunched around my ankles. i recommend them for around",Legwear
1,I wanted these leggings to wear under dresses during winter to keep my legs warm. they get the job done and for an incredible price. they are soft and lined with fleece on the inside. i'm not sure the ribbing on the black is necessary but it's subtle and i don't mind it. they are a tad long on my petite frame but since i intend to tuck them into boots  the length not a problem. my only quibble is that my first pair arrived with three snags on one leg. retailer kindly sent me a new pair for,Legwear
1,This socks are very comfortable however they do feel a little big around the top so for people with a small lower calf might find them a bit big. that being said they are very comfortable.,Legwear
1,"I ordered both the black & the dark grey  the dark grey arrived first! they are very comfortable & flattering! there is a nice thigh slimming effect. i purchased the size small  regular length & they hit me at my ankle (5 5""  130lbs)  i can't wait for the second pair to arrive!",Legwear
1,They are a perfect thickness. fits comfortably like leggings but look like a nice pair of office/ outside pant. got them in the grey  am thrilled w the texture. i typically wear a large in pants and they are tts. not see through either. would definitely recommend them.,Legwear
1,Love these socks!!! i need to get more colors  they look so good on with boots with the lace showing!,Legwear
1,"My review is of the ""black motif"" (no longer listed online  but i saw a bunch in the clearance sock bin at the georgetown dc store  today  12/27/2015).  i love beautiful and unique socks! so i thought i'd give these a chance. i like them so much that i bought 3 more pairs of the exact same sock now that they're on sale!  two things i noticed... the way the sock is knit  when you put it on  it no longer has a matte black look in the black areas. it is sort of a stretched  slightly two-tone look.",Legwear
-1,"I wanted to like this sporty dress too. i teach at an elementary school and like to get down on my knees st my students level - plus we can get messy most days with our learning and most days are go - go - go being ""on"" every second...the armholes were cut too big and weirdly squared. i didn't like the middle ""ridge"" either as it was unflattering. it was returned.",Lounge
-1,Disappointed :-( this top has a boxy shape and looked like a mini moo moo on me. i have a similar shape as the model and it looked nothing like that on me. bummer! i liked the quality and weight (not too heavy nor too light) but shape is unflattering. it's going back.,Lounge
-1,"I was so disappointed with the quality of this dress  especially because it looks so beautiful on the model. the fabric was so thin that after one hand wash  it's already developing a tiny hole and pilling. also  it is definitely not a ""day dress""--i wore it as a swim coverup  but it is much too thin and pajama-like to be worn as an actual dress. the color is much different in person--the blue is brighter and  for lack of a better way to describe it  cheap looking. the white banding around the t",Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,Just wanted to review so people know this hoodie has a zipper. it's very soft and comfy but i was looking for a pullover hoodie and am disappointed that once again retailer's picture doesn't match the actual product. it does fit true to size however.,Lounge
-1,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Lounge
-1,Tried this twice in yellow because for the price it seems like it would be such a useful piece  but the quality is below average for an retailer dress. it's just a shapeless  thin  beach cover-up that i could've picked up anywhere. the yellow color is so cute though. if you're looking for a light  breezy  go-to-the-beach dress that you can shove in a bag with your towel  this might be good for you  but it's too thin for just about anything else.,Lounge
0,I ordered these on sale despite a previous reviewer's comment that they were unflattering on the back side. they really do hug your bum  but that is not what bothers me. what bothers me is that the back side is totally see through  so unless you plan on wearing them with a long top  they are not wearable in public or around other people. i have gotten some of my favorite pieces from retailer  but also some of the most poorly designed. unfortunately  these fall in the latter category.,Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,Lounge
0,I thought i might like the look of this oversized odette dress but after i tried it on i felt it was not a flattering style on me. the color was pretty and fabric was nice - just not a fit for me.,Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,I love this!!!! nice and lightweight. super stylish,Lounge
0,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis  even at $35 (30% off 49.99)  it just hung there. if that's what you're after  then this is for you.",Lounge
0,I ordered this shirt in the purple stripe and was happy when it arrived and i really liked the color and style.   however  like the other reviewer  when i tried it on  the little circles on the front line up perfectly with your bra straps.  i even tried a different style bra and had the same result.  sadly i returned it yesterday.,Lounge
0,I loved the lavender color on the cape. it was soft and comfortable. but the design on the front ruined it for me. it took me all of 1 minute to know it was going back. it looked like florescent bird feathers nothing wrong with that  it just wasn't my style at all. i was a bit disappointed as it would have been perfect for cool ca nights. it looked more subdued in the photo  it's not. i clicked i would recommend to others as it is nicely made and i guess just not my taste as far as the colors an,Lounge
1,Material is thick and warm. print is very pretty. i received complements from all age groups. fits a little boxy but it works.,Lounge
1,Such a fun jacket! great to wear in the spring or to the office as an alternative to a formal blazer. very comfortable!,Lounge
1,I recently bought this dress in an retailer store  to attend an art museum event . the open back created an awkward bra exposure problem  which i solved by buying a gabardia camisole by lacausa (the same brand and print as the dress.) the dress is described as casual  but it can be dressed up with gold shoes or sandals.   the retailer saleswoman brought me the dara vegan leather jacket in plum  by hei hei to complete the outfit. the contrast between the airy dress and the vegan leather was chic and,Lounge
1,I love this dress. it is so soft and comfortable  perfect for summer!! i wish it came in more colors because i would buy everyone!!,Lounge
1,"I love workout dresses and skirts. i sport them in both yoga (if they have an under layer of shorts  obviously) and in high cardio classes-as well as for things like tennis. i like the extra breeze a dress/skirt will get you  and find them to be really comfortable. i really like this dress as it is not a super bold color (it is hard to find workout attire that is not neon colored). i prefer things to be a little more relaxed and less ""look at me"" like when i am working out. this dress is flatter",Lounge
1,Beautiful and comfy!!!! love it!,Lounge
